id,label,definition,synonyms,xrefs
DOID:0111169,,A congenital nervous system abnormality characterized by migration of neurons to ectopic locations in the brain where the neurons form areas that appear as band-like clusters of white tissue underneath the gray tissue of the cerebral cortex.,"{'val': 'band heterotopia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'double cortex syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HeCo', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'heterotopic cortex', 'pred': 'EXACT', 'xrefs': []}, {'val': 'subcortical laminar heterotopia', 'pred': 'EXACT', 'xrefs': []}","MESH:D054221, MIM:600348, NCI:C116933, ORDO:99796, UMLS_CUI:C1848201"
DOID:0111170,,A hereditary ataxia characterized by gait difficulty and instability especially in dark conditions resulting from sensory loss in the extremities and without cerebellar involvement that has_material_basis_in heterozygous mutations in the RNF170 gene on chromosome 8.,"{'val': 'ADSA', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'SNAX1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:608984
DOID:0111180,,"A cytochrome-c oxidase deficiency disease characterized by metabolic and/or neurological crises, chronic hyperlactataemia, hypotonia, ataxia, mild facial dysmorphism, delayed development and development of lesions in the brainstem and basal ganglia that has_material_basis_in homozygous or compound heterozygous mutations in LRPPRC on 2p21.","{'val': 'French Canadian type COX deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'French Canadian type cytochrome c oxidase deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'French Canadian type Leigh syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'mitochondrial complex IV deficiency nuclear type 5', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Saguenay Lac saint Jean type COX deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Saguenay Lac saint Jean type Leigh syndrome', 'pred': 'EXACT', 'xrefs': []}","GARD:8370, MESH:C537004, MIM:220111, ORDO:70472, SNOMEDCT_US_2023_03_01:718219002, UMLS_CUI:C1857355"
DOID:0111181,,A familial hemiplegic migraine that is commonly associated with cerebellar degeneration and has_material_basis_in heterozygous mutation in CACNA1A on 19p13.,"{'val': 'familial hemiplegic migraine1 with progressive cerebellar ataxia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'FHM1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'MHP1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:2638, MIM:141500"
DOID:0111182,,A familial hemiplegic migraine that has_material_basis_in heterozygous mutation in ATP1A2 on 1q23.2.,"{'val': 'Familial hemiplegic migraine-2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'FHM2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'MHP2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:10095, MIM:602481"
DOID:0111183,,A familial hemiplegic migraine that has_material_basis_in heterozygous mutation in SCN1A on 2q24.3.,"{'val': 'FHM3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'MHP3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:10974, MIM:609634"
DOID:0111184,,"A myopathy, lactic acidosis, and sideroblastic anemia characterized by early infantile onset of transfusion-dependent sideroblastic anemia with failure to thrive, hearing loss, epilepsy, stroke-like episodes, and severe developmental delay that has_material_basis_in heteroplasmic mutation in MTATP6 encoded by nucleotides 8527-9207 of the mitochondrial genome.","{'val': 'MLASA3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:500011
DOID:0111185,,"A myopathy, lactic acidosis, and sideroblastic anemia that has_material_basis_in homozygous or compound heterozygous mutation in PUS1 on 12q24.","{'val': 'MLASA1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:600462
DOID:0111186,,"A myopathy, lactic acidosis, and sideroblastic anemia characterized by marked phenotypic variablity in time of onset and severity of symptoms that has_material_basis_in homozyous or compound heterozygous mutation in YARS2 on 12p11.21.","{'val': 'MLASA2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613561
DOID:0111187,,A distal myopathy that is characterized by onset at 14-28 years of age starting first in the anterior tibial muscles and involving both upper and lower proximal muscles that has_material_basis_in homozygous mutation in the gene encoding dysferlin (DYSF) on chromosome 2p13.,"{'val': 'distal muscular dystrophy with anterior tibial onset', 'pred': 'EXACT', 'xrefs': []}, {'val': 'DMAT', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:606768, ORDO:178400"
DOID:0111188,,A myofibrillar myopathy characterized by adult onset of slowly progressive muscle weakness involving the diaphragm and resulting in respiratory insufficiency that has_material_basis_in heterozygous mutation in the TTN gene on chromosome 2q31.,"{'val': 'autosomal dominant distal myopathy with early respiratory failure', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Edstrom myopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Hereditary inclusion body myopathy with early respiratory failure', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hereditary myopathy with early respiratory failure', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HIBM-ERF', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMERF', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'MFM-titinopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MFM9', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'MPRM', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'myofibrillar myopathy 9 with early respiratory failure', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Myofibrillar myopathy-titinopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'proximal myopathy with early respiratory muscle involvement', 'pred': 'EXACT', 'xrefs': []}","GARD:12591, MIM:603689, ORDO:178464"
DOID:0111189,,"A distal myopathy that is characterized by adult onset of slowly progressive distal muscular weakness and atrophy affecting the upper and lower limbs, leading to difficulties using the hands and walking difficulties and that has significant linkage to 2 distinct regions on chromosomes 8p22-q11 and 12q13-q22 and that has_material_basis_in heterozygous mutation in the HNRNPA1 gene on chromosome 12q13.","{'val': 'distal muscular dystrophy 3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal myopathy type 3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MPD3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:610099, ORDO:399086"
DOID:0111190,,A distal myopathy that has_material_basis_in heterozygous mutation in FLNC on 7q32.,"{'val': 'distal ABD-filaminopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal muscular dystrophy 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal myopathy with posterior leg and anterior hand involvement', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MPD4', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:614065, ORDO:63273"
DOID:0111191,,A distal myopathy that has_material_basis_in heterozygous mutation in the caveolin-3 gene (CAV3) on chromosome 3p25.,"{'val': 'distal muscular dystrophy Tateyama type', 'pred': 'EXACT', 'xrefs': []}","MIM:614321, ORDO:488650"
DOID:0111192,,A facioscapulohumeral muscular dystrophy that has_material_basis_in contraction of the D4Z4 macrosatellite repeat in the subtelomeric region of chromosome 4q35.,"{'val': 'facioscapulohumeral muscular dystrophy type 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'facioscapulohumeral muscular dystrophy type 1A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'FSHD1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:158900
DOID:0111193,,A facioscapulohumeral muscular dystrophy that has_material_basis_in digenic inheritance of a heterozygous mutation in the SMCHDI gene on 18p11.32 and a haplotype on chromosome 4 that is permissive for DUX4 expression.,"{'val': 'facioscapulohumeral muscular dystrophy 1B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'facioscapulohumeral muscular dystrophy type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'FSHD2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:158901
DOID:0111194,,"A spinal muscular atrophy characterized by adult-onset of slowly progressive, proximal muscular weakness with fasciculations and absent/hypoactive deep tendon reflexes, without bulbar or pyramidal involvement that has_material_basis_in heterozygous mutation in VAPB on 20q13.","{'val': 'autosomal dominant adult proximal spinal muscular atrophy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'autosomal dominant adult-onset proximal SMA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'autosomal dominant late-onset spinal muscular atrophy, Finkel type', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Finkel disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Finkel late-adult type SMA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'SMAFK', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:182980, ORDO:209335"
DOID:0111195,,"An erythrokeratodermia variabilis that has_material_basis_in heterozygous, homozygous, or compound heterozygous mutation in GJB3 on 1p34.3.",,MIM:133200
DOID:0111196,,"A spinal muscular atrophy characterized by slowly progressive atrophy and weakness of distal muscles of hands and feet with absence of cognitive, pyramidal, or sensory impairment that has_material_basis_in homozygous or hemizygous mutation in ATP7A on Xq21.1.","{'val': 'ATP7A-related distal motor neuropathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'DSMAX', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'SMAX3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'X-linked dHMN3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'X-linked distal hereditary motor neuropathy type 3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'X-linked dSMA3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'X-linked recessive distal spinal muscular atrophy', 'pred': 'EXACT', 'xrefs': []}","MESH:C564506, MIM:300489, ORDO:139557, SNOMEDCT_US_2023_03_01:766764008, UMLS_CUI:C1845359"
DOID:0111197,,A spinal muscular atrophy that has_material_basis_in autosomal recessive inheritance.,"{'val': 'autosomal recessive distal spinal muscular atrophy', 'pred': 'EXACT', 'xrefs': []}","MIM:PS604320, ORDO:140468"
DOID:0111198,,"A spinal muscular atrophy that is characterized by progressive distal motor weakness and muscular atrophy of the peripheral nervous system without sensory impairment, that is caused by anterior horn cell degeneration, and that has_material_basis_in autosomal dominant inheritance.","{'val': 'autosomal dominant dHMN', 'pred': 'EXACT', 'xrefs': []}, {'val': 'autosomal dominant distal hereditary motor neuropathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'autosomal dominant distal spinal muscular atrophy', 'pred': 'EXACT', 'xrefs': []}","MIM:PS182960, ORDO:140465"
DOID:0111199,,An autosomal dominant distal hereditary motor neuronopathy that is characterized by slowly progressive distal atrophy and weakness affecting first the upper limbs and later the lower limbs and vocal cord paresis and that has_material_basis_in heterozygous mutation in the SLC5A7 gene on 2q12.3.,"{'val': 'dHMN7', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'DHMN7A', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'DHMNVPy', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 7', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type VIIA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy with vocal cord paralysis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy with vocal cord paralysis type 7A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Harper-Young myopath', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN VIIA', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN7A', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:158580, ORDO:139589"
DOID:0111200,,"An autosomal dominant distal hereditary motor neuronopathy that is characterized by progressive distal motor weakness and muscular atrophy of the peripheral nervous system without sensory impairment, that is caused by anterior horn cell degeneration and that has_material_basis_in heterozygous 1.35-Mb DNA insertion on chromosome 7q34-q36.2. This structural variant (SV) results in the production of a novel gene-intergenic fusion transcript, UBE3C-IF.","{'val': 'autosomal dominant distal juvenile spinal muscular atrophy type 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'dHMN1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type I', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN I', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'spinal Charcot-Marie-Tooth disease 1', 'pred': 'EXACT', 'xrefs': []}","MESH:C566675, MIM:182960, NCI:C132826, ORDO:139518, SNOMEDCT_US_2023_03_01:770630005, UMLS_CUI:C1866784"
DOID:0111202,,An autosomal dominant distal hereditary motor neuronopathy that has_material_basis_in heterozygous mutation in the DCTN1 gene on 2p13.1.,"{'val': 'DHMN7B', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 7B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type VIIB', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy with vocal cord paralysis type 7B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Harper-Young myopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN VIIB', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN7B', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:607641
DOID:0111203,,An autosomal dominant distal hereditary motor neuronopathy that is characterized by onset of distal muscle weakness and atrophy predominantly affecting the upper limbs in the first few decades of life and that has_material_basis_in heterozygous mutation in the GARS gene on chromosome 7p14.,"{'val': 'DHMN5', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 5', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 5A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type V', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal HMN V', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal HMN VA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy type V', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy type VA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy with upper limb predominance', 'pred': 'EXACT', 'xrefs': []}, {'val': 'DSMAV', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN5', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C563443, MIM:600794, ORDO:139536, SNOMEDCT_US_2023_03_01:1197152005, UMLS_CUI:C1833308"
DOID:0111205,,An autosomal dominant distal hereditary motor neuronopathy that has_material_basis_in heterozygous mutation in the REEP1 gene on 2p11.2.,"{'val': 'distal hereditary motor neuronopathy type 5B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal HMN VB', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy type VB', 'pred': 'EXACT', 'xrefs': []}",MIM:614751
DOID:0111206,,An autosomal dominant distal hereditary motor neuronopathy that is characterized by onset of slowly progressive distal limb weakness and atrophy with onset between 15 to 25 years of age and that has_material_basis_in heterozygous mutation in the gene encoding heat-shock 22-kD protein-8 (HSPB8) on chromosome 12q24.,"{'val': 'autosomal dominant adult spinal muscular atrophy IIA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 2A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type II', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type IIA', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN II', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN IIA', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN2A', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'spinal Charcot-Marie-Tooth disease IIA', 'pred': 'EXACT', 'xrefs': []}","MESH:C580044, MIM:158590, ORDO:139525, UMLS_CUI:C3711384"
DOID:0111207,,An autosomal dominant distal hereditary motor neuronopathy that has_material_basis_in heterozygous mutation in the gene encoding heat-shock 27-kD protein-1 (HSPB1) on chromosome 7q11.23.,"{'val': 'distal hereditary motor neuronopathy type 2B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type IIB', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN IIB', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN2B', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:608634
DOID:0111209,,A distal hereditary motor neuropathy that has_material_basis_in heterozygous mutation in the HSPB3 gene on 5q11.2.,"{'val': 'DHMN2C', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'distal hereditary motor neuronopathy type 2C', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type IIC', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN IIC', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN2C', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613376
DOID:0111210,,A distal hereditary motor neuropathy that has_material_basis_in heterozygous mutation in the FBXO38 gene on 5q32.,"{'val': 'distal hereditary motor neuronopathy type 2D', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal hereditary motor neuropathy type IID', 'pred': 'EXACT', 'xrefs': []}, {'val': 'distal spinal muscular atrophy with calf predominance', 'pred': 'EXACT', 'xrefs': []}, {'val': 'HMN IID', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HMN2D', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:615575
